a cappella,dolce
beast,cur
beastly,sad
beat about,ply
beat around the bush,shy
beat back,cut
beat down,bid
beat it,get
beat off,fend
beat the drum,dip
beat up,beat
beat,cog
beaten path,irk
beaten,beat
beater,churn
beatification,joy
beatified,big
beatify,bless
beating,bat
beatitude,joy
beatnik,freak
Beau Brummel,deb
beau,fop
beaucoup,much
beaut,ace
beauteous,fair
beautified,refined
beautiful people,ton
beautiful,arty
beautify,deck
beauty parlor,desk
beauty queen,beaut
beauty,asset
beaver,doer
bebop,bop
because,for
becharm,send
becharmed,charmed
beck,nod
beckon,bid
becloud,bug
beclouded,hid
become of,end
become,fit
becoming,apt
bed of roses,ease
bedaub,dab
bedazzle,awe
bedazzled,dazed
bedclothes,rug
bedding,bed
bedeck,dud
bedecked,clad
bedevil,bug
bedeviled,beset
bedfellow,ace
bedizen,dab
bedizened,tall
bedlam,din
bedmate,ace
bedpan,can
bedraggled,poky
bedrape,dud
bedrock,bed
bedspread,rug
bedtime,doze
beef up,gird
beef,arm
beefcake,mug
beefed up,hiked
beefhead,fathead
beefing,beef
beefsteak,steak
beefy,fat
beeline,cut
Beelzebub,Eblis
beep,bay
beer garden,bar
beerbelly,gut
beery,fou
beetle browed,dark
beetle,bug
befall,hap
befit,fit
befitting,apt
befog,cap
before long,anon
before,ere
beforehand,ante
beforetime,erst
befoul,hex
befriend,aid
befrilled,lush
befuddle,bug
befuddled,hazy
beg leave,ask
beg off,jilt
beg the question,shy
beg to differ,differ
beget,get
beggar,bum
beggared,flat
beggarly,low
beggary,lack
begild,dab
begin,open
beginner,deb
beginning,day
begrime,dirt
begrudge,deny
beguile,cog
beguiled,mad
beguiling,fun
behalf,for
behave,act
behavior,act
behaviorism,Marxism
behest,hest
behind the scenes,on to
behind time,late
behind,can
behindhand,lax
behold,ken
beholden,tied
behoof,use
beige,dun
being,cat
bejewel,gem
bejeweled,beaded
bel canto,hum
belabor,cut
belabored,rhymed
belated,back
belay,end
belch,caw
beldam,bag
beleaguer,mew
beleaguered,beset
belfry,bean
belie,deny
belief,eye
believable,solid
believe,buy
believer,ist
belittle,decry
belittled,less
belittling,catty
bell the cat,face
bell,end
belladonna,DET
bellboy,Hebe
belles-lettres,kitsch
bellhop,Hebe
bellicose,enemy
bellied,round
belligerence,war
belligerent,hot
bellow,bay
bellowing,mad
bellwether,ewe
belly dancer,artist
belly flop,dive
belly,bag
bellyache,yap
bellyband,bit
bellyful,cram
belong,fit
belongings,goods
beloved,pet
below par,bad
below the mark,off
below,down
belt,arm
belvedere,rope
bemire,bog
bemoan,rue
bemused,fou
bench mark,nub
bench,bar
bend over backwards,be fair
bend,aim
bendable,lithe
bender,bat
bends,itai
beneath contempt,sad
beneath one,sad
Benedict Arnold,rat
Benedictine,Jesuit
benediction,boon
benefaction,alms
beneficence,alms
beneficent,kind
beneficial,bon
beneficiary,lord
benefit,aid
benevolence,boon
benevolent,big
benighted,dark
benign,fair
benignity,turn
bent on,mad on
bent,aim
benthos,fry
benumb,cut
benumbed,wan
Benzedrine,coke
benzine,gas
bequeath,cede
bequeathal,sale
bequest,will
berate,jaw
berating,abuse
bereave,rob
bereaved,minus
bereavement,cost
bereft,shy
berg,ice
beribbon,gem
beribboned,beaded
beriberi,anemia
berm,run
berry,fig
berserk,mad
berth,bed
beseech,beg
beseechment,Ave
beset,ail
besetting,rife
beside the point,amiss
beside,bar
besides,bar
besiege,bug
besmear,dab
besmirch,ink
besmirched,foxy
besmoke,blur
besot,dope
besotted,fou
bespangle,bar
bespangled,lit
bespatter,dew
bespeak,ask
bespeckle,bar
best man,aid
best seller,fad
best wishes,love
best,cap
bested,beat
bestial,dumb
bestiality,Adam
bestow,use
bestowal,award
bestraddle,jut
bestride,jut
bet on,bet
beta particle,NMR
beta ray,X ray
bete noire,bug
betide,hap
betimes,anon
betoken,bode
betray,rat
betrayal,bolt
betrayed,balked
betrayer,rat
betrothed,bound
better half,rib
better self,ego
better,cap
bettered,refined
betterment,lift
bettor,tout
between the lines,covert
betweentimes,at times
betwixt and between,mid
bevel,cap
beveled,bias
beverage,ade
bevue,balk
bevy,jam
bewail,rue
bewhiskered,set
bewilder,awe
bewildered,agog
bewildering,rare
bewitch,hex
bewitched,agog
bewitching,siren
beyond belief,tall
beyond compare,dead
beyond control,wild
beyond measure,dead
beyond one,hard
beyond recall,gone
beyond,new
biannual,daily
bias,bag
biased,bent
bibelot,bit
Biblical,Gospel
bibliographer,poet
bibliography,back
bibliolatry,zeal
bibliophile,grind
bibulous,spongy
bicameral,bifid
bicentennial,cwt
biceps,arm
bicker,row
bickerer,goon
bickering,row
bicolored,shot
bicorn,lunar
bicuspid,peg
bicycle,bus
bid come,ask
bid price,bid
bidding,bid
biddy,bag
bide,dig
bidet,tub
biennial,weed
biff,bat
bifocals,specs
bifurcation,ell
Big Brother,boss
big business,trade
big deal,levity
Big Dipper,Ara
big game,game
big gun,VIP
big hand,clap
big league,big
big mouth,brag
big name,VIP
big talk,gas
big talker,jay
big time operator,BMOC
big time,big
big top,rodeo
big wheel,VIP
biggety,bold
bighearted,big
bight,arm
bigot,ass
bigoted,set
bigotry,bias
bigwig,VIP
bijou,fob
bike,bus
bilabial,lax
bilateral,two
bilge,bop
bilious,sour
bilk,cog
bill collector,dun
bill of fare,bill
bill of health,note
bill of particulars,suit
Bill of Rights,right
bill,IOU
billet doux,bull
billet,bar
billion,a lakh
billionaire,nabob
billow,bag
billowy,bent
billy goat,doe
binary,dual
bind up,tie
bind,bar
binder,band
binding,hem
binge,bat
bingo,cat
binomial,bifid
biochemical,ion
biochemistry,botany
biofeedback,SAT
biography,Clio
biological clock,jiva
biological urge,itch
biologist,botanist
biology,botany
bionics,botany
bionomics,botany
biophysics,botany
biopsy,test
biorhythm,jiva
biosphere,Gaea
bipartisan,two
bipartisanship,duet
bipartite,two
Bircher,Tory
bird cage,die
bird sanctuary,bank
bird,boo
birdcall,cry
birth control,dearth
birth defect,signs
birth,DNA
birthday suit,nudism
birthday,jubilee
birthmark,cut
birthplace,home
birthright,due
biscuit,jug
bisect,cut
bisexual,fag
bishop,man
bishopric,see
bison,cow
bisque,jug
bistro,bar
bit by bit,slowly
bitch box,mono
bitch,cat
bitchy,evil
bite the bullet,face
bite the dust,bow
bite,ail
biting,icy
bitter end,end
bitter pill,care
bitter,bad
bitterly,sadly
bitterness,nip
bivouac,camp
biweekly,daily
bizarre,odd
blab,gab
blabber,gab
blabbermouth,spy
black and white,draft
black belt,pug
black death,flu
black eye,blot
black hole,NGC
black humor,salt
black lung,flu
black magic,demonry
black man,boy
black mark,blot
black market,push
Black Mass,demonry
black out,dim
black power,vim
black sheep,mote
black,bad
blackball,ban
blackdamp,damp
blacken,dim
blackhead,pit
blackjack,Pit
blackleg,pip
blacklist,ban
blackmail,ask
blackout,coma
blacktop,tar
bladder,bag
blade,fop
blah feeling,atony
blah,bop
blahs,blah
blame,rap
blamed,darn
blameless,fair
blameworthy,bad
blanch,ail
blanched,wan
bland,bare
blandish,bug
blandishment,oil
blank check,IOU
blank wall,bar
blank,box
blanket,cap
blankety blank,rank
blankminded,raw
blare,bay
blaring,drift
blarney,con
blase,old
blaspheme,hex
blasphemous,raw
blasphemy,ban
blast off,burn
blast,bay
blasted,rank
blasting,drift
blasty,airy
blat,bay
blatancy,dash
blatant,bold
blatantly,sadly
blather,gab
blaze,cry
blazer,jupe
blazing,live
blazon,air
bleach,dim
bleached,bare
bleachers,tower
bleaching,bleach
bleak,icy
bleary,dim
bleat,bay
bleb,bow
blebby,fizzy
bleed white,dry
bleed,cup
bleeding heart,goo
blemish,bag
blemished,off
blench,ail
blend,add
blended,one
bless,arm
blessed event,birth
blessed with,having
blessed,gay
blessing,aye
blight,bad
blighted,rank
blighter,bum
blimp,tub
blind alley,bar
blind faith,dotage
blind impulse,urge
blind spot,drift
blind to,asleep
blind,art
blinded,blind
blinders,bit
blindfold,dim
blindfolded,blind
blinding,raw
blindness,albinism
blink at,bear
blink,bat
blinker,nod
blinking,blink
blintz,pie
blips,beam
bliss,joy
blissful,gay
blister,bow
blistered,ashy
blistering,hot
blistery,fizzy
blithe,gay
blithering,rank
blithesome,gay
blitz,hit
blitzkrieg,push
blizzard,blow
bloat,sot
bloated,fat
blob,bit
blobby,lax
bloc,mob
block out,cut
block,arm
blockade,arm
blockbuster,blow
blocked,back
blockhead,oaf
blockheaded,thick
blockhouse,box
blockish,fat
blocky,fat
bloke,boy
blood and thunder,emotivity
blood bank,gore
blood brother,bub
blood money,fee
blood relative,kin
blood,fop
bloodbath,ruin
bloodless,dim
bloodletting,bane
bloodline,line
bloodlust,force
bloodmobile,gore
bloodshed,war
bloodstain,dab
bloodstream,gore
bloodsucker,spiv
bloodthirsty,fell
bloody minded,fell
bloody,cut
bloom,fry
blooming,rank
blooper,boot
blooping,hum
blossom,bud
blot out,cut
blot,bag
blotch,bar
blotchy,dingy
blotter,log
blotto,out
blow down,deck
blow hot and cold,shy
blow in,get
blow off,beef
blow out,jet
blow over,die
blow the whistle,dam
blow up,fan
blow,act
blower,fan
blowgun,gat
blowhard,brag
blowhole,eye
blown,off
blowout,jet
blowpipe,gat
blowtorch,jet
blowup,bang
blowy,airy
blowzy,fat
blubber,coo
blubbery,fat
bludgeon,bat
blue blood,duke
blue book,gen
blue chip,rails
blue collar worker,hand
blue devil,hop
blue devils,dods
blue in the face,mad
blue language,filth
blue movie,dirt
blue pencil,cut
blue ribbon,say
blue streak,dart
blue velvet,hop
blue,air
bluejacket,gob
blueprint,art
blues,lay
bluestocking,booky
bluff,act
blunder upon,mar
blunder,err
blunderhead,oaf
blunderheaded,gawky
blunt,dim
blunted,dull
blur,dab
blurb,cry
blurred,dim
blurt,rat
blush,glow
bluster,cow
blustering,mad
boar,dog
board,bar
boarder,diner
boardinghouse,inn
boards,pit
boardwalk,run
boast of,laud
boast,gem
boastful,vain
boat,ark
boating,rowing
boatman,oar
boatswain,boss
boatyard,mill
bob up,hit
bobble,bob
bobby,cop
bodega,deli
bodiless,airy
bodily,all
body build,hue
body count,obit
body language,beck
body odor,reek
body politic,men
body,ana
bodyguard,guard
bogey,bug
bogeyman,bug
boggle,awe
boggy,wet
bogus,tin
Bohemian,Arab
boil down,bob
boil,fry
boiler room,horn
boiling over,hot
boiling,hot
boisterous,noisy
bold faced,bold
boll,cod
bollix up,cook
bollixed up,shot
bologna,frank
Bolshevik,Red
bolster,aid
bolt hole,den
bolt,bar
bolus,cud
bomb,dud
bombard,bomb
bombardier,crew
bombardment,hail
bombast,brag
bombastic,big
bomber,hun
bombing,blitz
bombshell,blow
bon mot,mot
bon ton,use
bon vivant,diner
bona fide,good
bonanza,flow
bond,gag
bondage,yoke
bondsman,peon
bone of contention,rub
bone,con
bonehead,fathead
boner,boot
bones,die
bonhomie,lenity
bonkers,bats
bonny,bon
bonus,fee
boo boo,boot
boob,bag
booby trap,gin
booby,bag
boodle,oof
boogie woogie,bop
book collector,editor
book value,low
book,bet
bookbinding,case
bookcase,bay
bookdealer,baker
booked,down
booking,run
bookish,booky
bookkeeper,CPA
booklover,grind
bookmaker,layer
books,log
bookseller,baker
bookstore,bootery
bookworm,grind
boom,bar
boomerang,bola
booming,fat
boon,gay
boondocks,bush
boor,cad
boorish,hick
boost,aid
booster,bag
boot,can
bootblack,Hebe
booth,box
bootleg,run
bootlegger,barman
bootless,lame
bootlicker,dupe
booty,bag
booze,bat
bordello,den
border,bed
bordering,hem
borderland,orb
borderline case,fou
borderline,open
bore,dig
boreal,icy
bored,sad
boredom,angst
boring,dry
born yesterday,open
born,nee
borne out,fixed
borne,set
borough,burg
borrow,and
borrowing power,tick
borrowing,due
borstal,pen
boscage,ceja
bosh,bop
bosom,bag
bosomy,fat
boss,ace
bossism,polity
bossy,cow
botanic,herby
botanical,herby
botany,pod
botch,dub
botched,messy
both,duo
bother,ado
bothered,lost
bothersome,heavy
bottle up,gag
bottle,bag
bottleneck,bar
bottom dollar,nib
bottom out,chop
bottom,ass
bottomland,bog
bottomless pit,hell
bottomless,fat
bough,arm
bouillabaisse,olio
bouillon,beef
boulevard,row
bounce back,boom
bounce,bob
bouncing,hale
bound,end
boundary,end
bounder,cad
boundless,one
bountiful,fat
bounty,aid
bouquet,lei
bourgeois,cad
bourn,end
bourse,pit
bout,bat
boutique,mart
bovine,cow
bow out,exit
bowdlerize,cut
bowel movement,crap
bowels,gut
bower,ace
bowl over,awe
bowl,cup
bowlegged,bent
box in,box
box office,den
boxcar,car
boxcars,dozen
boxer,pug
boxing,bout
boycott,ban
boyfriend,man
boyhood,kids
boyish,airy
brace up,gird
brace,arm
bracelet,fob
bracer,arm
bracing,cool
bracken,ivy
bracket,arm
brackish,bad
bract,flag
brag about,laud
braggart,brag
bragging,brag
Bragi,Bor
Brahma,Uma
Brahman,duke
braid,bun
Braille,cane
brain damage,folie
brain trust,diet
brain wave,drive
brain,wit
brainchild,copy
brainless,mad
brainstorm,fad
brainwash,imbue
brainwork,cram
brainy,apt
braise,fry
brake,bar
bramble,burr
bran,hay
branch out,fan
branch,arm
branching,cleft
brand,ash
brandish,air
brash,bold
brass,ADC
brassiere,arm
brassy,bay
bravado,brag
brave,gay
bravery,fuss
bravura,apt
braw,bon
brawl,ado
brawler,goon
brawling,noisy
brawn,beef
brawny,fat
bray,bay
brazen out,face
brazen,bay
breach of promise,breach
breach,col
bread,TLC
breadth,area
breadwinner,hand
breadwinning,fat
break away,rat
break down,cry
break even,tie
break forth,out
break ground,head
break in,fit
break loose,flee
break of day,dawn
break off,jar
break out,get
break the ice,head
break the law,defy
break the news,air
break through,exit
break up,fit
break,bed
breakable,puny
breakage,cut
breakaway,beat
breakdown,cave
breaker,lop
breakfast,tea
breaking point,bloat
breakneck,mad
breakout,lam
breaks,hap
breakthrough,hike
breakup,fit
breakwater,bar
breast,bag
breastwork,bar
breath,bit
breathe,air
breather,ten
breathless,hot
breathtaking,heady
breathy,harsh
breccia,clot
breech,bed
breeching,bit
breed,fit
breeder,pile
breeding,drill
breeze in,admit
breeze,air
breezy,aery
brethren,bub
brevet,law
brew,ale
brewery,mill
brewing,near
briar,burr
bribe,buy
bric-a-brac,toy
brick,jug
brickbat,cut
bridge,Pit
bridgehead,van
bridle,bed
brief,cut
briefed,set
briefing,gen
briefly,curtly
brier,burr
brig,can
brigade,mob
brigadier,ADC
bright,apt
brighten,dawn
brightness,hue
brilliance,wit
brilliant,apt
brim,hem
brimming,SRO
brindle,tabby
bring about,act
bring back,get
bring before,dare
bring charges,tax
bring down,get
bring forth,bear
bring forward,dare
bring home to,fix
bring in,cut
bring off,pay
bring on,get
bring out,run
bring round,con
bring to light,bare
bring to mind,ape
bring to pass,pay
bring to,dam
bring up,fit
bring,get
brink,hem
brinkmanship,daring
brio,vim
brisk,hot
bristle with,jam
bristle,bug
bristling,firm
bristly,bushy
brittle,puny
broach,air
broad minded,deep
broad shouldered,burly
broad,gal
broadcast,air
broadcasting,FCC
broaden,wax
broadly,wide
broadside,hip
Broadway,drama
broil,ado
broiler,hen
broke,beat
broken down,dingy
broken heart,woe
broken off,jerky
broken,cut
broken-hearted,sad
broker,tie
brokerage,fee
bromide,tag
bronchitis,flu
broncobuster,groom
bronze,bay
brooch,fob
brood mare,cow
brood over,ache
brood,fry
brooder,hen
brook,run
broom,mop
broth,soup
brothel,den
brother,bub
brotherhood,set
brotherly love,sex
brotherly,good
brouhaha,ado
brow,air
browbeat,cow
brown nose,dupe
brown study,muse
brown,dim
browned off,mad
brownie,Mab
browse,crop
bruise,cut
bruiser,gun
brumal,icy
brunch,tea
brunet,dun
brunt,bump
brush aside,deny
brush off,cut
brush up,fix
brush,bed
brusque,cut
brutal,sad
brutality,Adam
brutalize,mug
brute force,vim
brute,Goth
bubble,air
bubbly,airy
buccaneer,tar
buck fever,tic
buck up,brace
buck,boy
buckaroo,groom
bucket shop,boozer
bucket,can
buckle down,hump
buckle,jam
buckshot,ball
buckskin,bay
bucolic,ode
Buddha,Rama
budding,raw
buddy,ace
budge,ebb
budget,bit
buff,bug
buffalo,cow
buffer state,mat
buffer,awl
buffet,bar
buffoon,ass
buffoonery,gag
bug eyed,tumid
bugbear,bug
bugger,SOB
buggy,bus
bughouse,bugs
bugle call,call
bugle,bay
build up,cry
build,bod
builder,sire
building block,air
building,hut
buildup,boom
built,braw
bulb,bow
bulbous,orb
bulge,bag
bulging,SRO
bulk,gob
bulkhead,bar
bulky,fat
bull,big
bulldog,burr
bulldogged,set
bulldoze,cow
bullet,fly
bulletin,gen
bullfight,fray
bullheaded,set
bullion,bar
bullshit,bop
bullwhack,cat
bullwhacker,Jehu
bully,awe
bulwark,bar
bum around,idle
bumble,bum
bumbling,gawky
bummer,bum
bump into,hit
bump off,fix
bump,CAT
bumper,big
bumpkin,oaf
bumptious,cold
bumpy,rank
bunch,bow
bunco artist,crimp
bunco,gyp
buncombe,bop
bundle off,send
bundle up,dud
bundle,hop
bungle,err
bungler,oaf
bungling,botch
bunion,sty
bunk,bed
bunker,bay
bunkum,bop
bunny,doe
bunt,dab
bunting,red
buoy up,lob
buoy,bob
buoyancy,give
buoyant,airy
burble,lap
burden,add
burdened,laden
burdensome,harsh
bureau,desk
bureaucracy,run
bureaucratic,civic
burgeon,bud
burgher,sheep
burghermaster,elder
burglary,job
burial,dip
buried in,intent
buried,hid
burl,bow
burlesque,ape
burly,big
burn out,die
burn the midnight oil,con
burn up,bug
burn,LEM
burner,hun
burning,gay
burnish,rub
burr,caw
burrow,den
bursar,payer
burst forth,bud
burst in,admit
burst out,crow
burst,ado
bursting,SRO
bury,dip
busboy,Hebe
bushed,beat
bushfighting,A-war
bushing,bush
bushman,piny
bushwa,bop
bushwhack,hit
bushwhacker,guide
bushy,piny
business cycle,low
business,art
businesslike,usual
bust in,admit
bust,ado
busted,cut
bustle,ado
bustling,busy
busy,fag
busybody,pry
busywork,job
butch,fag
butcher,cut
butchered,docked
butler,boy
butt in,fool
butt,aim
butte,brae
butter,dab
butterfingers,dub
buttinsky,Paul
buttocks,ass
button up,bar
button,bar
buttonhole,bug
buttress,arm
buxom,fat
buy in,buy
buy off,buy
buzz off,exit
buzz,DDD
buzzer,SOS
by all means,aye
by and by,anon
by and large,mainly
by chance,by fits
by choice,first
by degrees,slowly
by means of,per
by no means,never
by product,event
by the way,loose
by virtue of,per
by way of,per
bygone,ago
bylaw,act
bypass,row
bystander,seer
byway,row
byword,ana
Byzantine,sly
C note,fin
cabal,mob
cabala,yoga
caballero,man
cabaret,bar
cabbage,oof
cabdriver,Jehu
cabin boy,Hebe
cabin,box
cabinet,den
cable,guy
caboose,car
cache,den
cachet,cut
cackle,caw
cacophony,row
cactus,burr
cadaver,body
cadaverous,dim
caddie,Hebe
cadence,run
cadenza,run
cadet,gob
cadger,bum
cadre,mob
caducity,eld
caesar,bey
caesura,gap
cafe,bar
cafeteria,cafe
cage,mew
cagey,shy
cahoots,union
cairn,cup
cajole,bug
cake,bar
calamitous,dire
calamity,woe
calcimine,dab
calcination,suttee
calculable,fast
calculate on,bet on
calculate,add
calculated,fit
calculating,sly
calculation,way
calculator,CPA
calefaction,cooking
calendar,cut
calf,cow
caliber,cut
calibrate,cut
calisthenics,drill
call attention to,cite
call for,ask
call forth,fan
call girl,bawd
call in,ask
